	22.0
coupable	1.0
coupe	18.0
couper	2.0
coupes	1.0
coups	12.0
coupure	1.0
cour	4.0
courage	11.0
courageusement	1.0
courageux	6.0
courait	6.0
courant	12.0
courants	1.0
courbes	1.0
courent	1.0
courir	10.0
couronn	1.0
couronne	1.0
courrier	12.0
courrouc	2.0
courrouce	1.0
cours	53.0
course	10.0
courses	2.0
court	7.0
courte	2.0
courtepointe	1.0
courtes	1.0
courts	1.0
coururent	1.0
courut	4.0
cousin	4.0
coussin	1.0
couta	2.0
coutait	1.0
coutant	2.0
coute	2.0
coutemoi	1.0
couter	4.0
couterait	1.0
coutes	1.0
coutez	1.0
coutezmoi	2.0
couture	1.0
couvercle	2.0
couvert	4.0
couverte	3.0
couverts	1.0
couverture	1.0
couvertures	7.0
couvraient	1.0
couvrait	1.0
couvrir	6.0
cque	1.0
cquon	1.0
craaaaac	1.0
crabbe	21.0
cracha	1.0
cracher	1.0
craie	3.0
craignaient	1.0
craignait	2.0
craignant	1.0
craindre	4.0
craint	1.0
crainte	1.0
crales	1.0
cramponn	2.0
cramponnait	1.0
cramponner	2.0
crapaud	18.0
crapauds	2.0
craqua	2.0
craquement	6.0
cras	2.0
crasant	2.0
craser	2.0
crass	1.0
crasseuses	1.0
crature	7.0
cratures	3.0
cravate	1.0
crayon	1.0
cre	1.0
crer	2.0
creus	1.0
creux	2.0
crevasses	1.0
crever	1.0
cri	20.0
cria	16.0
criait	2.0
criaitil	1.0
criatil	7.0
crient	1.0
crier	4.0
crime	1.0
crin	1.0
crinire	2.0
crins	1.0
crique	1.0
crira	1.0
crire	3.0
crirent	1.0
cris	9.0
crise	1.0
crispa	1.0
crispe	2.0
crispes	1.0
cristal	2.0
crit	18.0
crite	3.0
criteau	2.0
criteaux	1.0
crites	1.0
critiques	1.0
criture	1.0
crivant	2.0
crivit	1.0
crmes	2.0
crmier	1.0
crmonie	4.0
crne	3.0
crnes	1.0
crochets	2.0
crochu	4.0
crochue	4.0
crockdur	17.0
crockford	3.0
crocodile	1.0
crocs	2.0
croient	1.0
croire	21.0
crois	46.0
croisa	3.0
croisait	2.0
croisant	1.0
croiser	2.0
croises	2.0
croiss	2.0
croit	1.0
cross	5.0
crotard	11.0
croul	1.0
croyaient	1.0
croyais	6.0
croyait	3.0
croyant	1.0
croyez	6.0
croyezmoi	1.0
croyezvous	2.0
crpon	1.0
crpuscule	1.0
crte	3.0
cru	11.0
cruel	1.0
crurent	1.0
crut	3.0
ct	56.0
ctaient	5.0
ctait	160.0
cte	12.0
ctelettes	1.0
ctes	2.0
cts	3.0
cuir	4.0
cuire	2.0
cuisine	21.0
cuisinire	1.0
cuivre	5.0
culot	1.0
culpabilit	1.0
culture	1.0
cupidit	2.0
cur	30.0
curieuse	1.0
curieux	3.0
curiosit	2.0
curry	1.0
cus	1.0
cusson	1.0
d	47.0
daboiements	1.0
dabord	8.0
daborder	2.0
dacajou	2.0
daccidents	1.0
dacclamations	1.0
daccord	25.0
daccorder	1.0
dacheter	5.0
dacier	1.0
daconit	1.0
dadais	1.0
dadopter	1.0
dadresser	2.0
daffaire	1.0
daffichage	1.0
daffoler	1.0
daffronter	2.0
dagneau	1.0
dagonie	1.0
dahl	1.0
daide	1.0
daider	1.0
dail	2.0
dailes	1.0
dailleurs	15.0
dair	3.0
dairelles	1.0
dajouter	1.0
dalberic	1.0
dalbus	1.0
dalgues	1.0
dall	1.0
daller	21.0
dallure	1.0
daltitude	1.0
dambition	1.0
dame	11.0
dami	1.0
damis	3.0
damiti	1.0
damnsie	1.0
dampoules	1.0
dandinant	1.0
danger	4.0
dangereusement	1.0
dangereuses	2.0
dangereux	6.0
dangleterre	3.0
dangoissant	1.0
danguille	1.0
danimal	1.0
danne	5.0
dannes	2.0
danniversaire	1.0
danormal	1.0
dans	806.0
dansait	1.0
dansant	1.0
dansantes	1.0
danse	1.0
danser	1.0
dantipathie	1.0
dapercevoir	2.0
daplatir	1.0
dapparatre	1.0
dapplaudissements	1.0
dapplaudissementscar	1.0
dapporter	1.0
dapprendre	4.0
daprs	8.0
darbitrer	2.0
darbre	2.0
darbres	1.0
darcenciel	1.0
darche	1.0
dargent	18.0
darmoise	2.0
darriver	5.0
dartifice	1.0
daspect	1.0
dasphodle	2.0
dassaut	1.0
dassurer	1.0
dastronomie	2.0
dat	1.0
date	3.0
dates	1.0
datroces	1.0
dattendre	1.0
datterrir	1.0
dattractions	1.0
dattraper	2.0
dattrapeur	3.0
daujourdhui	1.0
dauphins	1.0
daussi	8.0
dautant	2.0
dautre	18.0
dautres	24.0
dautrui	1.0
davaler	2.0
davancer	1.0
davanies	1.0
davantage	8.0
davis	2.0
davoir	27.0
dballant	1.0
dballer	5.0
dbarquer	1.0
dbarqurent	1.0
dbarrass	1.0
dbarrassa	1.0
dbarrassaient	1.0
dbarrasser	10.0
dbarrasss	1.0
dbattaient	1.0
dbattait	1.0
dbattant	1.0
dbattre	1.0
dbattue	1.0
dbne	1.0
dbordaient	1.0
dbouch	1.0
dbrouill	3.0
dbut	10.0
dbutants	1.0
dbuter	1.0
dcacheter	1.0
dcadence	1.0
dcapiter	1.0
dcela	1.0
dcelait	1.0
dception	1.0
dcerner	1.0
dcevez	1.0
dcevoir	1.0
dcharne	1.0
dchecs	8.0
dchiffra	1.0
dchira	2.0
dchirant	1.0
dchire	2.0
dchirer	2.0
dchirure	2.0
dcid	12.0
dcida	3.0
dcide	5.0
dcident	1.0
dcider	2.0
dcidment	4.0
dcision	3.0
dcisions	2.0
dclair	4.0
dclar	1.0
dclara	5.0
dclaratelle	1.0
dclaratil	1.0
dclare	1.0
dclat	1.0
dclic	2.0
dclore	1.0
dcole	2.0
dcolla	3.0
dcoller	1.0
dcollrent	1.0
dcomposer	1.0
dcompte	1.0
dconcert	3.0
dcontenanc	1.0
dcoration	1.0
dcorations	1.0
dcore	2.0
dcoup	2.0
dcourag	1.0
dcouvert	2.0
dcouverte	3.0
dcouvertes	1.0
dcouverts	1.0
dcouvrant	1.0
dcouvre	2.0
dcouvrir	6.0
dcouvrirent	1.0
dcouvrit	4.0
dcraser	1.0
dcrets	1.0
dcrivit	2.0
dcrta	1.0
ddaigneux	1.0
ddale	1.0
de	3262.0
dean	6.0
deau	3.0
debout	16.0
dedalus	3.0
dedans	3.0
defforts	2.0
deffrayant	1.0
dehors	19.0
delfric	1.0
delle	4.0
delles	5.0
deltaplane	1.0
demain	8.0
demand	16.0
demanda	97.0
demandaient	1.0
demandais	4.0
demandait	10.0
demandant	5.0
demandatelle	9.0
demandatil	17.0
demande	14.0
demander	18.0
demanderait	1.0
demandions	1.0
dembrasser	1.0
demi	1.0
demicach	1.0
demidouzaine	3.0
demie	4.0
demiheure	6.0
demiheures	1.0
demilune	3.0
demisommeil	1.0
demitour	2.0
demivie	1.0
dempcher	1.0
demporter	1.0
den	23.0
denchantements	4.0
dencouragement	2.0
dencre	1.0
dendormir	1.0
denfants	1.0
denfer	1.0
dengloutir	1.0
dengraisser	1.0
denjamber	1.0
denlever	1.0
dennis	1.0
dennui	1.0
dennuis	2.0
dense	1.0
dent	2.0
dentelle	1.0
dentendre	5.0
denthousiasme	2.0
dentistes	1.0
dentranement	7.0
dentre	23.0
dentrer	3.0
dents	7.0
denvie	1.0
denvoyer	1.0
depuis	42.0
dernier	20.0
derniers	4.0
dernire	21.0
dernires	4.0
derrire	75.0
des	795.0
descendaient	1.0
descendait	2.0
descendant	1.0
descendirent	3.0
descendit	5.0
descendre	3.0
descendu	1.0
descente	2.0
despoir	4.0
desquelles	1.0
dessayer	5.0
desserrer	1.0
dessert	1.0
desserts	1.0
dessin	2.0
dessina	1.0
dessinait	2.0
dessins	2.0
dessous	3.0
dessus	12.0
destin	4.0
destinataire	1.0
destination	1.0
destine	4.0
destines	1.0
dette	1.0
deux	152.0
deuxime	26.0
deuximes	1.0
deuxl	1.0
devaient	3.0
devais	2.0
devait	18.0
devancer	1.0
devant	105.0
devenait	6.0
devenir	10.0
devenu	10.0
devenue	3.0
devenus	2.0
devez	2.0
deviendrait	1.0
deviendras	1.0
devienne	2.0
deviennes	1.0
devient	1.0
devin	1.0
devine	1.0
deviner	1.0
devinrent	3.0
devint	12.0
devoir	2.0
devoirs	7.0
devon	1.0
devra	3.0
devraient	4.0
devrais	4.0
devrait	12.0
devraitil	1.0
devriez	2.0
devrions	2.0
devront	3.0
dexcellente	1.0
dexcellents	1.0
dexceptionnel	1.0
dexcitation	2.0
dexercice	1.0
dexeter	1.0
dexpliquer	2.0
dexploit	1.0
dexploser	2.0
dfaire	1.0
dfaite	1.0
dfaut	1.0
dfavoriser	1.0
dfendes	1.0
dfendit	2.0
dfendre	3.0
dfends	1.0
dfense	6.0
dfiait	1.0
dfilaient	2.0
dfile	1.0
dfit	1.0
dfonc	1.0
dform	2.0
dgag	3.0
dgageait	3.0
dgageant	1.0
dgager	4.0
dgarnie	1.0
dgivrait	1.0
dgonfl	1.0
dgot	2.0
dgotant	1.0
dgoulinante	1.0
dgourdir	1.0
dgout	1.0
dgt	1.0
dgts	1.0
dguiss	1.0
dhabitude	7.0
dhaleine	2.0
dhannah	1.0
dhedwige	1.0
dherbes	1.0
dhermione	13.0
dheure	1.0
dhistoire	2.0
dhiver	1.0
dhonneurs	1.0
dhorreur	6.0
dhumeur	1.0
diable	5.0
diagonale	1.0
dici	6.0
dictame	1.0
dides	1.0
didiot	1.0
dieu	4.0
dif	2.0
difficile	21.0
difficiles	1.0
difficult	4.0
difficults	1.0
diffremment	1.0
diffrence	4.0
diffrent	2.0
diffrente	2.0
diffrentes	8.0
diffrents	5.0
diggle	5.0
digne	3.0
dil	31.0
dimanche	2.0
dimbourg	1.0
dimmenses	1.0
dimpatience	1.0
dimportant	2.0
dinde	2.0
dindes	2.0
dingue	1.0
dinhabituel	2.0
dinquiter	1.0
dinquitude	1.0
dinstaller	1.0
dinstinct	1.0
dintensit	1.0
dintervenir	1.0
dintressant	1.0
dintrt	1.0
dinventer	1.0
dinvisibilit	16.0
dinvisible	1.0
diplme	1.0
diplmes	1.0
dira	3.0
dirai	4.0
diraient	2.0
dirais	1.0
dirait	8.0
dire	101.0
directement	4.0
directeur	6.0
direction	30.0
directions	1.0
directrice	3.0
direet	1.0
dirent	4.0
direntils	1.0
diriezvous	1.0
dirige	1.0
dirigea	3.0
dirigeait	1.0
diriger	1.0
dirlande	1.0
diront	1.0
dis	17.0
disaient	7.0
disais	3.0
disait	14.0
disaitil	1.0
disant	6.0
discipline	1.0
discours	2.0
discrte	2.0
discrtement	3.0
discussion	3.0
discuter	2.0
disent	3.0
disiez	1.0
disnous	1.0
disons	3.0
disparaissaient	1.0
disparaissent	1.0
disparat	1.0
disparates	1.0
disparatre	6.0
disparition	1.0
disparu	22.0
disparut	12.0
dispense	1.0
disperss	1.0
dispos	1.0
disposaient	1.0
disposait	2.0
dispose	1.0
disposer	1.0
disposes	2.0
dispositif	1.0
disposition	1.0
disposs	2.0
dispute	1.0
disputer	2.0
disques	2.0
dissimulait	1.0
dissimuler	2.0
dissimules	1.0
dissip	1.0
dissuada	1.0
dissuader	1.0
dissuasive	1.0
distance	6.0
distiller	1.0
distinctement	4.0
distingua	2.0
distinguait	4.0
distinguer	2.0
distingurent	1.0
distingus	1.0
distraire	1.0
distribua	2.0
distribuer	2.0
distribution	1.0
dit	477.0
dite	1.0
ditelle	21.0
dites	1.0
diteslemoi	1.0
ditesmoi	2.0
ditil	128.0
divers	2.0
diverses	1.0
diversion	1.0
divise	1.0
divorce	1.0
dix	18.0
dixsept	2.0
dizaine	2.0
dizaines	3.0
dj	82.0
djeuner	13.0
djeunrent	1.0
dlabr	1.0
dlabre	1.0
dlabrs	1.0
dlavs	1.0
dlever	1.0
dlicatesse	2.0
dlicieuse	1.0
dlicieux	5.0
dlixir	1.0
dlves	5.0
dmarche	3.0
dmente	1.0
dmettre	1.0
dmissionner	2.0
dmnag	2.0
dmnages	1.0
dmonstration	1.0
dmoraliser	1.0
dnait	1.0
dne	1.0
dner	7.0
dnich	1.0
dnicha	1.0
dnicher	4.0
dnormes	2.0
do	7.0
dobjets	2.0
dobserver	2.0
dobtenir	1.0
doccasions	1.0
doccuper	1.0
docteur	1.0
doie	4.0
doigt	12.0
doigts	18.0
dois	12.0
doiseaux	1.0
doit	28.0
doivent	5.0
dolivier	1.0
domestique	1.0
domestiques	1.0
domicile	1.0
domina	1.0
dominait	2.0
dommage	2.0
don	7.0
donc	39.0
donn	12.0
donna	23.0
donnaient	1.0
donnait	11.0
donnant	4.0
donne	9.0
donnelui	2.0
donnemoi	4.0
donner	25.0
donnera	2.0
donnez	1.0
donnezlemoi	2.0
donns	1.0
dont	41.0
dopra	1.0
dor	36.0
dores	2.0
dorigine	1.0
doris	3.0
dormaient	1.0
dormait	9.0
dormir	10.0
dormirez	1.0
dormit	1.0
dort	1.0
dortie	2.0
dortoir	16.0
dortoirs	2.0
dos	18.0
doser	1.0
dossier	3.0
dote	1.0
dou	1.0
doubl	1.0
double	1.0
douce	7.0
doucement	2.0
doucereux	1.0
douceur	3.0
douleur	13.0
douleurs	1.0
douloureuse	2.0
douloureusement	1.0
douloureux	2.0
doutais	1.0
doutait	1.0
doute	27.0
douter	3.0
douteuse	1.0
douteux	2.0
doutiez	1.0
douts	1.0
douvrages	1.0
douvrir	5.0
doux	1.0
douzaine	4.0
douzaines	1.0
douze	8.0
dpais	3.0
dpart	3.0
dpassa	1.0
dpassaient	1.0
dpassait	1.0
dpasser	1.0
dpcha	3.0
dpche	1.0
dpcher	2.0
dpches	1.0
dpchetoi	5.0
dpchezvous	3.0
dpchrent	2.0
dpendait	1.0
dpenser	1.0
dpingler	1.0
dpit	3.0
dplaa	1.0
dplac	1.0
dplacer	3.0
dplacetoi	1.0
dplacrent	1.0
dplaire	1.0
dpliant	1.0
dplier	2.0
dploy	1.0
dploye	1.0
dposa	5.0
dposer	2.0
dpourvu	1.0
dpouvante	1.0
dpri	1.0
dprimant	1.0
dprouver	1.0
drable	1.0
draconis	1.0
drag	1.0
drage	3.0
drages	5.0
drago	7.0
dragon	43.0
dragonet	1.0
dragonneau	1.0
dragons	16.0
drange	3.0
drangea	1.0
dranger	2.0
drangerai	1.0
drap	1.0
draps	5.0
dreadlocks	1.0
dress	1.0
dressaient	1.0
dresse	1.0
dresser	2.0
drgler	1.0
driva	1.0
drive	15.0
drle	13.0
drles	2.0
drober	3.0
droit	22.0
droite	10.0
droites	1.0
droitier	1.0
droits	1.0
droula	1.0
droulaient	1.0
droulait	1.0
droulement	1.0
drouler	1.0
druidesse	1.0
ds	27.0
dsaffecte	1.0
dsagrable	8.0
dsagrables	1.0
dsapprobateur	1.0
dsaronnant	1.0
dsaronner	1.0
dsert	1.0
dsespr	2.0
dsesprment	1.0
dsesprs	1.0
dsignaient	1.0
dsintresss	1.0
dsinvolte	1.0
dsir	3.0
dsirait	3.0
dsirent	1.0
dsirer	1.0
dsirez	1.0
dsol	13.0
dsolait	1.0
dsole	4.0
dsols	1.0
dsordre	1.0
dsormais	7.0
dt	2.0
dtach	2.0
dtachant	1.0
dtacher	2.0
dtachrent	1.0
dtail	4.0
dtaill	1.0
dtailla	1.0
dtails	1.0
dteindre	1.0
dtendre	2.0
dtendstoi	1.0
dtestable	1.0
dtestaient	2.0
dtestait	7.0
dteste	4.0
dtester	1.0
dtincelles	3.0
dtoiles	4.0
dtonation	2.0
dtourn	1.0
dtourna	1.0
dtourne	1.0
dtourner	1.0
dtrange	1.0
dtre	18.0
dtrenner	1.0
dtrompezvous	1.0
dtruire	1.0
dtruit	2.0
dtruite	5.0
du	483.0
dubois	41.0
duc	1.0
ducation	1.0
ducs	2.0
dudley	134.0
dudlinouchet	1.0
dudlynouchet	1.0
duel	4.0
duels	1.0
dufs	4.0
dumbled	1.0
dumbledore	155.0
dun	232.0
dune	142.0
duquel	2.0
dur	6.0
durant	1.0
durent	3.0
durer	2.0
dursley	103.0
dut	12.0
dutile	1.0
dutiliser	1.0
dvi	1.0
dvoil	1.0
dvorant	1.0
dvorer	2.0
dvors	1.0
dy	10.0
dyeux	2.0
eau	1.0
eaux	1.0
ecoutez	2.0
ecoutezmoi	1.0
edsi	1.0
effar	2.0
effectuait	1.0
effet	17.0
effets	2.0
efficace	1.0
efflanqu	1.0
effondre	1.0
efforc	1.0
effort	1.0
efforts	3.0
effraction	1.0
effraies	1.0
effray	1.0
effrayant	2.0
effrayante	1.0
effroyable	3.0
eh	7.0
ej	1.0
eleves	1.0
elle	215.0
ellemme	5.0
elles	10.0
elrue	1.0
emballages	1.0
embarcation	1.0
embarde	2.0
embardes	1.0
embarquer	1.0
embouteillages	1.0
embrassa	2.0
embrassades	1.0
embroch	1.0
embruns	1.0
embus	1.0
emeric	1.0
emerie	1.0
emmena	1.0
emmenant	1.0
emmener	2.0
emmenezle	1.0
emmitoufl	1.0
emmls	1.0
empar	1.0
empcha	2.0
empchait	1.0
empche	2.0
empcher	9.0
empir	1.0
emplettes	1.0
emplit	1.0
employ	1.0
employs	2.0
empoigna	2.0
empoignant	1.0
emport	4.0
emporta	2.0
emporter	4.0
emportez	1.0
emportrent	1.0
emprisonner	1.0
emprunt	1.0
emprunta	1.0
emprunte	1.0
emprunter	1.0
emprunts	1.0
en	1016.0
encapuchonne	3.0
enchanait	1.0
enchant	4.0
enchantements	3.0
enchanteurenchef	1.0
enchants	2.0
enchres	1.0
encombre	1.0
encombrs	1.0
encore	89.0
endiable	1.0
endormi	7.0
endormir	1.0
endroit	14.0
endroits	2.0
enfance	2.0
enfant	5.0
enfants	10.0
enferm	1.0
enferma	1.0
enferme	4.0
enfermer	2.0
enfila	1.0
enfiler	1.0
enfilrent	3.0
enfin	60.0
enflamme	1.0
enflammes	1.0
enfona	1.0
enfonc	1.0
enfonce	1.0
enfouit	2.0
enfourch	1.0
enfourcha	4.0
enfourcher	1.0
enfreindrez	1.0
enfreint	1.0
enfui	1.0
engagrent	1.0
engouffrrent	1.0
enid	1.0
enjamba	3.0
enjambait	1.0
enjambrent	1.0
enlev	1.0
enleva	3.0
enlevait	3.0
enlever	3.0
ennemi	2.0
ennemis	3.0
ennui	1.0
ennuis	8.0
ennuyeux	1.0
enquteurs	1.0
ensanglant	2.0
enseign	1.0
enseigne	3.0
enseigner	1.0
enseignez	1.0
ensemble	3.0
ensoleill	2.0
ensommeille	3.0
ensorcel	1.0
ensorceler	1.0
ensorcelez	1.0
ensuite	14.0
ensuiteet	1.0
entamais	1.0
entamions	1.0
entasses	1.0
entendaient	3.0
entendait	10.0
entendant	3.0
entende	1.0
entendirent	8.0
entendit	20.0
entendre	9.0
entends	2.0
entendu	41.0
entendue	1.0
entendus	1.0
enterres	1.0
enthousiasmaitpersonne	1.0
enthousiaste	2.0
enthousiastes	2.0
entier	2.0
entiers	1.0
entire	3.0
entirement	4.0
entires	3.0
entorse	1.0
entour	3.0
entouraient	3.0
entourant	1.0
entoure	2.0
entr	1.0
entra	11.0
entrailles	1.0
entrait	2.0
entran	1.0
entrana	1.0
entranement	1.0
entranements	1.0
entranezvous	1.0
entrans	1.0
entrant	1.0
entre	50.0
entrebille	1.0
entreprise	1.0
entreprit	4.0
entrer	21.0
entrerait	1.0
entretenues	1.0
entretiens	1.0
entrez	1.0
entrouverte	2.0
entrouvrit	1.0
entrrent	6.0
envahi	2.0
envahirent	1.0
envahissaient	1.0
envelopp	5.0
enveloppa	2.0
enveloppait	1.0
enveloppant	1.0
enveloppe	4.0
envelopps	1.0
envergure	1.0
enverrai	1.0
envers	1.0
envie	14.0
environ	3.0
environs	2.0
envoie	4.0
envoiemoi	3.0
envoient	1.0
envol	1.0
envoy	12.0
envoya	1.0
envoyait	2.0
envoyant	2.0
envoye	5.0
envoyer	8.0
envoyez	1.0
envoyezla	1.0
envoyezmoi	1.0
envoys	1.0
epuiss	1.0
errer	2.0
erreur	8.0
erreurs	1.0
errrent	1.0
ert	1.0
es	37.0
escaladaient	1.0
escalader	1.0
escalier	5.0
escaliers	2.0
escamotables	1.0
escarp	1.0
escorts	1.0
espce	6.0
espces	3.0
espionnent	1.0
espionner	1.0
espoir	2.0
espr	2.0
espraient	1.0
esprait	5.0
esprant	4.0
esprit	8.0
esquimau	3.0
esquimaux	1.0
esquissa	1.0
esquiver	1.0
essaie	1.0
essaieraient	1.0
essaierait	1.0
essay	21.0
essaya	24.0
essayaient	5.0
essayait	16.0
essayant	17.0
essaye	11.0
essayela	1.0
essayent	3.0
essayer	37.0
essayes	1.0
essayez	3.0
essayons	1.0
essayrent	3.0
essouffl	1.0
essouffls	1.0
essuya	1.0
essuyant	1.0
essuyer	1.0
est	215.0
estce	25.0
estelle	1.0
estil	2.0
estima	1.0
estimait	1.0
estimer	2.0
estimezvous	1.0
estomac	2.0
estu	1.0
et	1696.0
etaitce	2.0
etatsunis	1.0
etrange	4.0
etre	1.0
etude	2.0
eu	71.0
eue	2.0
euh	8.0
eurent	9.0
eus	2.0
eut	79.0
eux	65.0
euxmmes	2.0
evnements	1.0
ex	1.0
exact	1.0
exactement	5.0
exagrait	1.0
examen	3.0
examens	11.0
examina	5.0
examinant	3.0
examiner	3.0
exasprant	1.0
exaspre	1.0
excellence	1.0
excellent	2.0
excellente	2.0
exception	1.0
exceptionnel	1.0
exceptionnellement	1.0
exceptionnels	2.0
excit	1.0
exclamation	8.0
exclamations	3.0
exclu	1.0
exclusivement	1.0
excuse	1.0
excusemoi	1.0
excuses	2.0
excusezmoi	5.0
exemplaire	1.0
exemple	8.0
exercice	1.0
exercices	1.0
exhibes	1.0
exigea	1.0
exigeant	1.0
exiger	1.0
exist	1.0
existait	3.0
existe	2.0
existence	3.0
expditeur	1.0
expert	1.0
experts	1.0
explication	1.0
explications	2.0
expliqu	4.0
expliqua	3.0
expliquatil	3.0
explique	2.0
expliquent	1.0
expliquer	3.0
expliqueront	1.0
exploit	1.0
explosa	3.0
explosaient	2.0
explose	1.0
exploser	5.0
explosion	1.0
expose	1.0
exposs	3.0
express	1.0
express11	1.0
expression	5.0
exprience	1.0
exprs	5.0
extraordinaire	3.0
extraordinaires	1.0
extraterrestre	1.0
extravaganteles	1.0
extrmement	1.0
extrmit	5.0
extrmits	1.0
exulta	1.0
f	1.0
fabrication	1.0
fabriqu	2.0
fabriquait	1.0
fabrique	3.0
fabriquent	1.0
fabriquer	5.0
fabuleux	1.0
face	25.0
facile	13.0
facilement	6.0
faciles	1.0
facilitaient	1.0
faciliter	1.0
facteur	2.0
facture	3.0
facult	1.0
faible	5.0
faiblement	1.0
faibles	1.0
faiblir	1.0
faiblirent	1.0
faiblit	1.0
failli	9.0
faillirent	1.0
faillit	7.0
faim	6.0
fainant	1.0
faire	229.0
fairplay	1.0
fais	23.0
faisaient	7.0
faisais	3.0
faisait	40.0
faisaitil	1.0
faisans	1.0
faisant	16.0
faisceau	1.0
faisen	3.0
faisle	2.0
fait	139.0
faite	3.0
faites	10.0
faitil	2.0
faits	1.0
falaise	1.0
fallait	20.0
fallaitil	1.0
falloir	4.0
fallu	3.0
fallut	1.0
fameux	3.0
familire	1.0
famille	32.0
familles	9.0
familleson	1.0
famine	1.0
fantastiques	1.0
fantme	10.0
fantmes	7.0
faon	16.0
faons	2.0
farce	3.0
fardeau	1.0
fariboles	1.0
fascin	2.0
fascina	1.0
fasse	2.0
fassent	3.0
fassiez	1.0
fastfoods	1.0
fatal	1.0
fatale	1.0
fatigu	2.0
fatigue	2.0
fatigus	1.0
faucon	2.0
fauconnette	1.0
faudra	5.0
faudrait	7.0
faufilait	1.0
faufiler	2.0
faufilrent	1.0
faut	63.0
faute	6.0
fautes	1.0
fauteuil	5.0
fauteuils	4.0
fautil	1.0
faux	2.0
faveur	2.0
favori	1.0
favoriser	1.0
fbrile	6.0
fbrilement	1.0
fbrilit	1.0
fch	2.0
fcha	1.0
femme	24.0
femmes	1.0
fendait	1.0
fendit	1.0
fendre	1.0
fentes	1.0
fentre	26.0
fentres	6.0
fer	2.0
fera	4.0
ferai	2.0
feraient	2.0
ferais	6.0
ferait	5.0
ferez	1.0
feriez	4.0
feriezvous	1.0
ferma	2.0
fermait	1.0
ferme	3.0
fermela	1.0
fermrent	1.0
ferms	1.0
ferraille	2.0
ferre	1.0
festin	3.0
feu	29.0
feuillage	2.0
feuillages	1.0
feuille	1.0
feuilles	4.0
feuilleter	3.0
feux	2.0
ficelle	1.0
fiche	1.0
fichez	1.0
fichu	1.0
fichus	1.0
fidle	3.0
fidlement	1.0
fier	4.0
fiers	1.0
fiert	5.0
fig	3.0
fige	1.0
figea	3.0
figg	7.0
figur	1.0
figure	4.0
figurer	1.0
figurezvous	1.0
fil	2.0
fila	5.0
filaient	2.0
filait	3.0
filantes	5.0
file	7.0
filer	2.0
filet	5.0
filets	1.0
filez	2.0
fille	14.0
fillel	1.0
filles	6.0
fillette	2.0
film	1.0
filrent	2.0
fils	13.0
fin	22.0
finalement	3.0
finchfletchey	1.0
fine	1.0
fini	15.0
finir	7.0
finira	1.0
finiraient	1.0
finirait	1.0
finiras	1.0
finirent	1.0
finirez	1.0
finirons	1.0
finiront	2.0
finisse	2.0
finit	5.0
finnigan	6.0
fins	2.0
fioles	1.0
firent	7.0
firenze	16.0
fissures	1.0
fit	82.0
fitelle	1.0
fix	4.0
fixa	3.0
fixait	2.0
fixant	3.0
fixe	1.0
fixement	3.0
fixer	1.0
fixes	1.0
fixs	10.0
fl	1.0
flacon	1.0
flageolantes	1.0
flairaient	1.0
flakes	1.0
flambant	1.0
flamboyaient	1.0
flamboyant	1.0
flamboyants	2.0
flamboyer	1.0
flamel	28.0
flamme	2.0
flammes	15.0
flanc	1.0
flanch	1.0
flancs	2.0
flatteur	1.0
flattez	1.0
flche	1.0
flches	1.0
flchirent	1.0
fleurs	1.0
fleury	1.0
flexible	4.0
fliciter	1.0
flint	13.0
flitwick	18.0
flottaient	3.0
flottait	4.0
flottant	2.0
flotte	1.0
flotter	2.0
flte	8.0
foie	2.0
foies	1.0
fois	100.0
foisci	2.0
foisil	1.0
foisl	1.0
foisla	1.0
foisonnement	1.0
folie	1.0
folle	5.0
follingue	1.0
fona	5.0
fonait	3.0
fonant	1.0
fonc	1.0
fonce	1.0
foncent	1.0
foncer	2.0
foncrent	2.0
fonctionna	1.0
fonctionnait	1.0
fonctionne	2.0
fond	12.0
fondaient	1.0
fondant	1.0
fondants	2.0
fondit	3.0
fondre	5.0
fondu	4.0
font	10.0
fontils	1.0
football	6.0
for	2.0
fora	2.0
foraient	1.0
foraine	1.0
forant	1.0
forc	2.0
force	8.0
forcer	2.0
forces	14.0
forcment	1.0
forfait	1.0
forg	1.0
forge	1.0
forger	1.0
form	1.0
forma	1.0
formaient	1.0
formait	1.0
forme	19.0
formellement	1.0
former	1.0
formes	4.0
formidable	2.0
formol	1.0
formule	6.0
formules	6.0
fort	55.0
forte	11.0
forts	4.0
fortune	3.0
fou	19.0
foudroyante	1.0
fouettait	1.0
fouilla	2.0
fouillait	1.0
fouin	1.0
fouiner	1.0
foule	13.0
fourni	1.0
fournir	2.0
fournitures	4.0
fourra	1.0
fous	3.0
foyer	2.0
frac	1.0
fracas	2.0
fracassaient	1.0
fracassent	1.0
fraction	3.0
fracture	3.0
frais	4.0
fraise	4.0
fraises	1.0
franais	1.0
franaises	1.0
franc	2.0
franchement	1.0
franchi	2.0
franchir	3.0
franchirent	3.0
franchissaient	2.0
franchit	2.0
frange	1.0
frapp	5.0
frappa	10.0
frappait	1.0
frappant	1.0
frapper	6.0
frappeur	4.0
frappez	1.0
fray	1.0
fraya	1.0
frayer	1.0
frayrent	1.0
fred	33.0
fredonnait	1.0
freiner	1.0
friandise	1.0
friandises	7.0
frigorifis	2.0
frip	1.0
frisson	6.0
frissonna	1.0
frissonnait	1.0
frissonnant	1.0
frissonner	1.0
